symbol,name,market_cap,sector,industry,sub_industry
CWT,California Water Service Group,2586860032,Utilities,Utilities - Regulated Water,
CX,"CEMEX, S.A.B. de C.V.",17380976640,Basic Materials,Building Materials,
CXM,"Sprinklr, Inc.",1904417024,Technology,Software - Application,
CXT,"Crane NXT, Co.",2776355584,Industrials,Specialty Industrial Machinery,
CXW,"CoreCivic, Inc.",2057692160,Industrials,Security & Protection Services,
CYBR,CyberArk Software Ltd.,22949345280,Technology,Software - Infrastructure,
CYD,China Yuchai International Limited,1347658112,Consumer Cyclical,Auto Manufacturers,
CYTK,"Cytokinetics, Incorporated",7716139520,Healthcare,Biotechnology,
CZR,"Caesars Entertainment, Inc.",5156110336,Consumer Cyclical,Resorts & Casinos,
D,"Dominion Energy, Inc.",50551668736,Utilities,Utilities - Regulated Electric,
DAC,Danaos Corporation,1734111872,Industrials,Marine Shipping,
DAL,"Delta Air Lines, Inc.",46262411264,Industrials,Airlines,
DAN,Dana Incorporated,3133260288,Consumer Cyclical,Auto Parts,
DAO,"Youdao, Inc.",1133516416,Consumer Defensive,Education & Training Services,
DAR,Darling Ingredients Inc.,5689953280,Consumer Defensive,Packaged Foods,
DASH,"DoorDash, Inc.",100832100352,Consumer Cyclical,Internet Retail,
DAVE,Dave Inc.,3095405568,Technology,Software - Application,
DAY,"Dayforce, Inc.",11068018688,Technology,Software - Application,
DB,Deutsche Bank Aktiengesellschaft,77210091520,Financial Services,Banks - Regional,
DBC,Invesco DB Commodity Index Tracking Fund,2528780032,,,
DBD,"Diebold Nixdorf, Incorporated",2538338304,Technology,Software - Application,
DBRG,"DigitalBridge Group, Inc.",2713916160,Financial Services,Asset Management,
DBX,"Dropbox, Inc.",7322759680,Technology,Software - Infrastructure,
DCI,"Donaldson Company, Inc.",10574255104,Industrials,Specialty Industrial Machinery,
DCO,Ducommun Incorporated,1441696128,Industrials,Aerospace & Defense,
DCOM,"Dime Community Bancshares, Inc.",1369942400,Financial Services,Banks - Regional,
DD,"DuPont de Nemours, Inc.",17286922240,Basic Materials,Specialty Chemicals,
DDOG,"Datadog, Inc.",48503025664,Technology,Software - Application,
DE,Deere & Company,126819975168,Industrials,Farm & Heavy Construction Machinery,
DEA,"Easterly Government Properties, Inc.",1098400640,Real Estate,REIT - Office,
DECK,Deckers Outdoor Corporation,15292716032,Consumer Cyclical,Footwear & Accessories,
DEI,"Douglas Emmett, Inc.",2273175040,Real Estate,REIT - Office,
DELL,Dell Technologies Inc.,86616678400,Technology,Computer Hardware,
DEO,Diageo plc,47981240320,Consumer Defensive,Beverages - Wineries & Distilleries,
DFH,"Dream Finders Homes, Inc.",1658866816,Consumer Cyclical,Residential Construction,
DFIN,"Donnelley Financial Solutions, Inc.",1277682304,Technology,Software - Application,
DG,Dollar General Corporation,30341183488,Consumer Defensive,Discount Stores,
DGII,Digi International Inc.,1672349440,Technology,Communication Equipment,
DGNX,Diginex Limited,1349985792,Industrials,Consulting Services,
DGX,Quest Diagnostics Incorporated,19674216448,Healthcare,Diagnostics & Research,
DHC,Diversified Healthcare Trust,1162305408,Real Estate,REIT - Healthcare Facilities,
DHI,"D.R. Horton, Inc.",42734301184,Consumer Cyclical,Residential Construction,
DHR,Danaher Corporation,164920999936,Healthcare,Diagnostics & Research,
DHT,"DHT Holdings, Inc.",1964968832,Energy,Oil & Gas Midstream,
DINO,HF Sinclair Corporation,8583256064,Energy,Oil & Gas Refining & Marketing,
DIOD,Diodes Incorporated,2340249344,Technology,Semiconductors,
DIS,The Walt Disney Company,204173361152,Communication Services,Entertainment,
DJT,Trump Media & Technology Group Corp.,3855567616,Communication Services,Internet Content & Information,
DK,"Delek US Holdings, Inc.",1781714432,Energy,Oil & Gas Refining & Marketing,
DKL,"Delek Logistics Partners, LP",2398595840,Energy,Oil & Gas Refining & Marketing,
DKNG,DraftKings Inc.,17362305024,Consumer Cyclical,Gambling,
DKS,"DICK'S Sporting Goods, Inc.",18915962880,Consumer Cyclical,Specialty Retail,
DLB,"Dolby Laboratories, Inc.",6275692032,Industrials,Specialty Business Services,
DLO,DLocal Limited,4158605568,Technology,Software - Infrastructure,
DLR,"Digital Realty Trust, Inc.",54207700992,Real Estate,REIT - Specialty,
DLTR,"Dollar Tree, Inc.",25281812480,Consumer Defensive,Discount Stores,
DLX,Deluxe Corporation,1021223936,Industrials,Conglomerates,
DMLP,"Dorchester Minerals, L.P.",1067410624,Energy,Oil & Gas E&P,
DNLI,Denali Therapeutics Inc.,2634391808,Healthcare,Biotechnology,
DNN,Denison Mines Corp.,2413711616,Energy,Uranium,
DNOW,DNOW Inc.,2552845568,Industrials,Industrial Distribution,
DNTH,"Dianthus Therapeutics, Inc.",1793503872,Healthcare,Biotechnology,
DOC,"Healthpeak Properties, Inc.",11195641856,Real Estate,REIT - Healthcare Facilities,
DOCN,"DigitalOcean Holdings, Inc.",4530691072,Technology,Software - Infrastructure,
DOCS,"Doximity, Inc.",8225571328,Healthcare,Health Information Services,
DOCU,"DocuSign, Inc.",14013083648,Technology,Software - Application,
DOLE,Dole plc,1430294656,Consumer Defensive,Farm Products,
DORM,"Dorman Products, Inc.",3869842176,Consumer Cyclical,Auto Parts,
DOV,Dover Corporation,27451215872,Industrials,Specialty Industrial Machinery,
DOW,Dow Inc.,16553772032,Basic Materials,Chemicals,
DOX,Amdocs Limited,8989646848,Technology,Software - Infrastructure,
DPZ,"Domino's Pizza, Inc.",14447302656,Consumer Cyclical,Restaurants,
DQ,Daqo New Energy Corp.,2133744640,Technology,Semiconductor Equipment & Materials,
DRD,DRDGOLD Limited,2883859712,Basic Materials,Gold,
DRH,DiamondRock Hospitality Company,1872677632,Real Estate,REIT - Hotel & Motel,
DRI,"Darden Restaurants, Inc.",21962981376,Consumer Cyclical,Restaurants,
DRS,"Leonardo DRS, Inc.",9122717696,Industrials,Aerospace & Defense,
DRVN,Driven Brands Holdings Inc.,2437211648,Consumer Cyclical,Auto & Truck Dealerships,
DSGR,"Distribution Solutions Group, Inc.",1329020672,Industrials,Industrial Distribution,
DSGX,The Descartes Systems Group Inc.,7690231296,Technology,Software - Application,
DSL,DoubleLine Income Solutions Fund,1292399488,Financial Services,Asset Management,
DT,"Dynatrace, Inc.",13365772288,Technology,Software - Application,
DTE,DTE Energy Company,26801491968,Utilities,Utilities - Regulated Electric,
DTM,"DT Midstream, Inc.",12249674752,Energy,Oil & Gas Midstream,
DUK,Duke Energy Corporation,91126341632,Utilities,Utilities - Regulated Electric,
DUOL,"Duolingo, Inc.",8397661696,Technology,Software - Application,
DV,"DoubleVerify Holdings, Inc.",1881726464,Communication Services,Advertising Agencies,
DVA,DaVita Inc.,8149570048,Healthcare,Medical Care Facilities,
DVAX,Dynavax Technologies Corporation,1805996032,Healthcare,Drug Manufacturers - Specialty & Generic,
DVN,Devon Energy Corporation,22643314688,Energy,Oil & Gas E&P,
DVY,iShares Select Dividend ETF,24965629952,,,
DX,"Dynex Capital, Inc.",2037885824,Real Estate,REIT - Mortgage,
DXC,DXC Technology Company,2702880000,Technology,Information Technology Services,
DXCM,"DexCom, Inc.",26497931264,Healthcare,Medical Devices,
DXPE,"DXP Enterprises, Inc.",1817218048,Industrials,Industrial Distribution,
DY,"Dycom Industries, Inc.",10417470464,Industrials,Engineering & Construction,
DYN,"Dyne Therapeutics, Inc.",3299631104,Healthcare,Biotechnology,
E,Eni S.p.A.,56066842624,Energy,Oil & Gas Integrated,
EA,Electronic Arts Inc.,51219230720,Communication Services,Electronic Gaming & Multimedia,
EAT,"Brinker International, Inc.",6647354368,Consumer Cyclical,Restaurants,
EBAY,eBay Inc.,38940971008,Consumer Cyclical,Internet Retail,
EBC,"Eastern Bankshares, Inc.",4233555200,Financial Services,Banks - Regional,
EC,Ecopetrol S.A.,20788254720,Energy,Oil & Gas Integrated,
ECG,"Everus Construction Group, Inc.",4595182080,Industrials,Engineering & Construction,
ECL,Ecolab Inc.,75373314048,Basic Materials,Specialty Chemicals,
ECPG,"Encore Capital Group, Inc.",1277613568,Financial Services,Credit Services,
ECVT,Ecovyst Inc.,1139602944,Basic Materials,Specialty Chemicals,
ED,"Consolidated Edison, Inc.",35840909312,Utilities,Utilities - Regulated Electric,
EDU,New Oriental Education & Technology Group Inc.,9290866688,Consumer Defensive,Education & Training Services,
EE,"Excelerate Energy, Inc.",3175762432,Energy,Oil & Gas Midstream,
EEFT,"Euronet Worldwide, Inc.",3218940672,Technology,Software - Infrastructure,
EEM,iShares MSCI Emerging Markets ETF,41231519744,,,
EEMV,iShares MSCI Emerging Markets Min Vol Factor ETF,6116304896,,,
EFA,iShares MSCI EAFE ETF,90621288448,,,
EFC,Ellington Financial Inc.,1539775872,Real Estate,REIT - Mortgage,
EFSC,Enterprise Financial Services Corp,2052624896,Financial Services,Banks - Regional,
EFX,Equifax Inc.,27357208576,Industrials,Consulting Services,
EFXT,Enerflex Ltd.,1864269184,Energy,Oil & Gas Equipment & Services,
EG,"Everest Group, Ltd.",14168853504,Financial Services,Insurance - Reinsurance,
EGO,Eldorado Gold Corporation,7507020288,Basic Materials,Gold,
EGP,"EastGroup Properties, Inc.",9653999616,Real Estate,REIT - Industrial,
EHC,Encompass Health Corporation,10829825024,Healthcare,Medical Care Facilities,
EIG,"Employers Holdings, Inc.",1009117376,Financial Services,Insurance - Specialty,
EIX,Edison International,22901471232,Utilities,Utilities - Regulated Electric,
EL,The Estée Lauder Companies Inc.,38792781824,Consumer Defensive,Household & Personal Products,
ELAN,Elanco Animal Health Incorporated,11229115392,Healthcare,Drug Manufacturers - Specialty & Generic,
ELE,Elemental Royalty Corporation,1128730624,Basic Materials,Other Precious Metals & Mining,
ELF,"e.l.f. Beauty, Inc.",4795988992,Consumer Defensive,Household & Personal Products,
ELME,Elme Communities,1547228288,Real Estate,REIT - Residential,
ELP,Companhia Paranaense de Energia - COPEL,6882123776,Utilities,Utilities - Regulated Electric,
ELS,"Equity LifeStyle Properties, Inc.",12416809984,Real Estate,REIT - Residential,
ELV,"Elevance Health, Inc.",78785388544,Healthcare,Healthcare Plans,
EMA,Emera Incorporated,14827773952,Utilities,Utilities - Regulated Electric,
EMBJ,Embraer S.A.,11631114240,Industrials,Aerospace & Defense,
EME,"EMCOR Group, Inc.",28072226816,Industrials,Engineering & Construction,
EMN,Eastman Chemical Company,7294155264,Basic Materials,Specialty Chemicals,
EMR,Emerson Electric Co.,76310020096,Industrials,Specialty Industrial Machinery,
ENB,Enbridge Inc.,103757987840,Energy,Oil & Gas Midstream,
ENIC,Enel Chile S.A.,5588658176,Utilities,Utilities - Regulated Electric,
ENLT,Enlight Renewable Energy Ltd,5800330240,Utilities,Utilities - Renewable,
ENOV,Enovis Corporation,1566417024,Healthcare,Medical Devices,
ENPH,"Enphase Energy, Inc.",4318370304,Technology,Solar,
ENR,"Energizer Holdings, Inc.",1392669184,Industrials,Electrical Equipment & Parts,
ENS,EnerSys,5657131520,Industrials,Electrical Equipment & Parts,
ENSG,"The Ensign Group, Inc.",10220249088,Healthcare,Medical Care Facilities,
ENTG,"Entegris, Inc.",13078531072,Technology,Semiconductor Equipment & Materials,
ENVA,"Enova International, Inc.",4084304896,Financial Services,Credit Services,
ENVX,Enovix Corporation,1660764672,Industrials,Electrical Equipment & Parts,
EOG,"EOG Resources, Inc.",56510316544,Energy,Oil & Gas E&P,
EOSE,"Eos Energy Enterprises, Inc.",3840563456,Industrials,Electrical Equipment & Parts,
EPAC,Enerpac Tool Group Corp.,2136745728,Industrials,Specialty Industrial Machinery,
EPAM,"EPAM Systems, Inc.",11774884864,Technology,Information Technology Services,
EPD,Enterprise Products Partners L.P.,69006442496,Energy,Oil & Gas Midstream,
EPP,iShares MSCI Pacific ex Japan ETF,2731995136,,,
EPR,EPR Properties,3812346880,Real Estate,REIT - Specialty,
EPRT,"Essential Properties Realty Trust, Inc.",5899355648,Real Estate,REIT - Retail,
EQH,"Equitable Holdings, Inc.",14551482368,Financial Services,Asset Management,
EQIX,"Equinix, Inc.",74945437696,Real Estate,REIT - Specialty,
EQNR,Equinor ASA,57748901888,Energy,Oil & Gas Integrated,
EQR,Equity Residential,24829818880,Real Estate,REIT - Residential,
EQT,EQT Corporation,33656141824,Energy,Oil & Gas E&P,
EQX,Equinox Gold Corp.,11622538240,Basic Materials,Gold,
ERIC,Telefonaktiebolaget LM Ericsson (publ),32266215424,Technology,Communication Equipment,
ERIE,Erie Indemnity Company,14766658560,Financial Services,Insurance Brokers,
ERO,Ero Copper Corp.,2914233600,Basic Materials,Copper,
ES,Eversource Energy,25227718656,Utilities,Utilities - Regulated Electric,
ESAB,ESAB Corporation,6933799424,Industrials,Metal Fabrication,
ESE,ESCO Technologies Inc.,5187810816,Technology,Scientific & Technical Instruments,
ESI,Element Solutions Inc,6229078016,Basic Materials,Specialty Chemicals,
ESLT,Elbit Systems Ltd.,26519250944,Industrials,Aerospace & Defense,
ESNT,Essent Group Ltd.,6489433600,Financial Services,Insurance - Specialty,
ESRT,"Empire State Realty Trust, Inc.",1918517120,Real Estate,REIT - Diversified,
ESS,"Essex Property Trust, Inc.",18106990592,Real Estate,REIT - Residential,
ESTA,Establishment Labs Holdings Inc.,2221473792,Healthcare,Medical Devices,
ESTC,Elastic N.V.,8179789824,Technology,Software - Application,
ET,Energy Transfer LP,55792533504,Energy,Oil & Gas Midstream,
ETN,Eaton Corporation plc,125420789760,Industrials,Specialty Industrial Machinery,
ETOR,eToro Group Ltd.,3001625088,Financial Services,Capital Markets,
ETR,Entergy Corporation,41466519552,Utilities,Utilities - Regulated Electric,
ETSY,"Etsy, Inc.",5525302784,Consumer Cyclical,Internet Retail,
EVCM,EverCommerce Inc.,2178970624,Technology,Software - Infrastructure,
EVEX,"Eve Holding, Inc.",1480294400,Industrials,Aerospace & Defense,
EVLV,"Evolv Technologies Holdings, Inc.",1162953088,Industrials,Security & Protection Services,
EVR,Evercore Inc.,13621658624,Financial Services,Capital Markets,
EVRG,"Evergy, Inc.",16752681984,Utilities,Utilities - Regulated Electric,
EVTC,"EVERTEC, Inc.",1891362304,Technology,Software - Infrastructure,
EW,Edwards Lifesciences Corporation,50989637632,Healthcare,Medical Devices,
EWBC,"East West Bancorp, Inc.",15988702208,Financial Services,Banks - Regional,
EWC,iShares MSCI Canada ETF,5195039744,,,
EWG,iShares MSCI Germany ETF,3390675200,,,
EWH,iShares MSCI Hong Kong ETF,1940678272,,,
EWJ,iShares MSCI Japan ETF,18449014784,,,
EWL,iShares MSCI Switzerland ETF,1732957568,,,
EWP,iShares MSCI Spain ETF,2012791424,,,
EWQ,iShares MSCI France ETF,1301184000,,,
EWT,iShares MSCI Taiwan ETF,5356700160,,,
EWTX,"Edgewise Therapeutics, Inc.",2789633280,Healthcare,Biotechnology,
EWU,iShares MSCI United Kingdom ETF,2999472128,,,
EWW,iShares MSCI Mexico ETF,1344734976,,,
EWY,iShares MSCI South Korea ETF,7245503488,,,
EWZ,iShares MSCI Brazil ETF,6363451392,,,
EXAS,Exact Sciences Corporation,19274514432,Healthcare,Diagnostics & Research,
EXC,Exelon Corporation,43995045888,Utilities,Utilities - Regulated Electric,
EXE,Expand Energy Corporation,26077200384,Energy,Oil & Gas E&P,
EXEL,"Exelixis, Inc.",12447925248,Healthcare,Biotechnology,
EXK,Endeavour Silver Corp.,2965309184,Basic Materials,Silver,
EXLS,"ExlService Holdings, Inc.",6993519104,Technology,Information Technology Services,
EXP,Eagle Materials Inc.,6973678592,Basic Materials,Building Materials,
EXPD,"Expeditors International of Washington, Inc.",20661788672,Industrials,Integrated Freight & Logistics,
EXPE,"Expedia Group, Inc.",35575652352,Consumer Cyclical,Travel Services,
EXPI,"eXp World Holdings, Inc.",1499418624,Real Estate,Real Estate Services,
EXPO,"Exponent, Inc.",3603256064,Industrials,Engineering & Construction,
EXR,Extra Space Storage Inc.,28983252992,Real Estate,REIT - Industrial,
EXTR,"Extreme Networks, Inc.",2257167872,Technology,Communication Equipment,
EYE,"National Vision Holdings, Inc.",2220667648,Consumer Cyclical,Specialty Retail,
EYPT,"EyePoint, Inc.",1514178304,Healthcare,Biotechnology,
EZPW,"EZCORP, Inc.",1208179328,Financial Services,Credit Services,
EZU,iShares MSCI Eurozone ETF,9848923136,,,
F,Ford Motor Company,53033680896,Consumer Cyclical,Auto Manufacturers,
FA,First Advantage Corporation,2704005376,Industrials,Specialty Business Services,
FAF,First American Financial Corporation,6310667264,Financial Services,Insurance - Specialty,
FANG,"Diamondback Energy, Inc.",42354712576,Energy,Oil & Gas E&P,
FAST,Fastenal Company,47712366592,Industrials,Industrial Distribution,
FBIN,"Fortune Brands Innovations, Inc.",6171507200,Industrials,Building Products & Equipment,
FBK,FB Financial Corporation,3037203712,Financial Services,Banks - Regional,
FBNC,First Bancorp,2159099648,Financial Services,Banks - Regional,
FBP,First BanCorp.,3401956608,Financial Services,Banks - Regional,
FBT,First Trust NYSE Arca Biotechnology Index Fund,4464714752,,,
FCF,First Commonwealth Financial Corporation,1787613568,Financial Services,Banks - Regional,
FCFS,"FirstCash Holdings, Inc.",7140921344,Financial Services,Credit Services,
FCN,"FTI Consulting, Inc.",5678535680,Industrials,Consulting Services,
FCNCA,"First Citizens BancShares, Inc.",27918630912,Financial Services,Banks - Regional,
FCPT,"Four Corners Property Trust, Inc.",2485501696,Real Estate,REIT - Retail,
FCX,Freeport-McMoRan Inc.,76161761280,Basic Materials,Copper,
FDP,Fresh Del Monte Produce Inc.,1720381440,Consumer Defensive,Farm Products,
FDS,FactSet Research Systems Inc.,11044493312,Financial Services,Financial Data & Stock Exchanges,
FDX,FedEx Corporation,69920677888,Industrials,Integrated Freight & Logistics,
FE,FirstEnergy Corp.,25908297728,Utilities,Utilities - Regulated Electric,
FELE,"Franklin Electric Co., Inc.",4415874560,Industrials,Specialty Industrial Machinery,
FER,Ferrovial SE,46681411584,Industrials,Engineering & Construction,
FERG,Ferguson Enterprises Inc.,45916655616,Industrials,Industrial Distribution,
FEZ,SPDR EURO STOXX 50 ETF,3925332736,,,
FFBC,First Financial Bancorp.,2534183680,Financial Services,Banks - Regional,
FFIN,"First Financial Bankshares, Inc.",4417908224,Financial Services,Banks - Regional,
FFIV,"F5, Inc.",15285702656,Technology,Software - Infrastructure,
FG,"F&G Annuities & Life, Inc.",4326265856,Financial Services,Insurance - Life,
FHB,"First Hawaiian, Inc.",3247793664,Financial Services,Banks - Regional,
FHI,"Federated Hermes, Inc.",4198326272,Financial Services,Asset Management,
FHN,First Horizon Corporation,12444894208,Financial Services,Banks - Regional,
FIBK,"First Interstate BancSystem, Inc.",3699604224,Financial Services,Banks - Regional,
FICO,Fair Isaac Corporation,42082967552,Technology,Software - Application,
FIG,"Figma, Inc.",19100104704,Technology,Software - Application,
FIGR,"Figure Technology Solutions, Inc.",9426415616,Financial Services,Capital Markets,
FIGS,"FIGS, Inc.",1942729728,Consumer Cyclical,Apparel Manufacturing,
FINV,FinVolution Group,1408360192,Financial Services,Credit Services,
FIS,"Fidelity National Information Services, Inc.",35098619904,Technology,Information Technology Services,
FISV,"Fiserv, Inc.",36692537344,,,
FITB,Fifth Third Bancorp,32001179648,Financial Services,Banks - Regional,
FIVE,"Five Below, Inc.",10473778176,Consumer Cyclical,Specialty Retail,
FIVN,"Five9, Inc.",1563538816,Technology,Software - Infrastructure,
FIX,"Comfort Systems USA, Inc.",34005321728,Industrials,Engineering & Construction,
FIZZ,National Beverage Corp.,3026189568,Consumer Defensive,Beverages - Non-Alcoholic,
FLEX,Flex Ltd.,23682666496,Technology,Electronic Components,
FLG,"Flagstar Bank, National Association",5309202432,Financial Services,Banks - Regional,
FLNC,"Fluence Energy, Inc.",3695774976,Utilities,Utilities - Renewable,
FLNG,FLEX LNG Ltd.,1326232064,Energy,Oil & Gas Midstream,
FLO,"Flowers Foods, Inc.",2299730944,Consumer Defensive,Packaged Foods,
FLR,Fluor Corporation,6599139328,Industrials,Engineering & Construction,
FLS,Flowserve Corporation,9289462784,Industrials,Specialty Industrial Machinery,
FLUT,Flutter Entertainment plc,38653714432,Consumer Cyclical,Gambling,
FLY,Firefly Aerospace Inc.,3716921088,Industrials,Aerospace & Defense,
FLYW,Flywire Corporation,1767384320,Technology,Software - Infrastructure,
FMC,FMC Corporation,1693916160,Basic Materials,Agricultural Inputs,
FMS,Fresenius Medical Care AG,13976515584,Healthcare,Medical Care Facilities,
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",35645620224,Consumer Defensive,Beverages - Brewers,
FN,Fabrinet,17136870400,Technology,Electronic Components,
FNB,F.N.B. Corporation,6306560000,Financial Services,Banks - Regional,
FND,"Floor & Decor Holdings, Inc.",6751998976,Consumer Cyclical,Home Improvement Retail,
FNF,"Fidelity National Financial, Inc.",14893673472,Financial Services,Insurance - Specialty,
FNV,Franco-Nevada Corporation,42075996160,Basic Materials,Gold,
FOLD,"Amicus Therapeutics, Inc.",4407553024,Healthcare,Biotechnology,
FOR,Forestar Group Inc.,1248217088,Real Estate,Real Estate - Development,
FORM,"FormFactor, Inc.",4500642816,Technology,Semiconductor Equipment & Materials,
FOUR,"Shift4 Payments, Inc.",5780632576,Technology,Software - Infrastructure,
FOX,Fox Corporation,30807105536,Communication Services,Entertainment,
FOXA,Fox Corporation,32984944640,Communication Services,Entertainment,
FR,"First Industrial Realty Trust, Inc.",7955498496,Real Estate,REIT - Industrial,
FRHC,Freedom Holdings Corp.,8032134144,Financial Services,Financial Conglomerates,
FRME,First Merchants Corporation,2212385280,Financial Services,Banks - Regional,
FRMI,Fermi Inc.,4678873600,,,
FRO,Frontline plc,4855405056,Energy,Oil & Gas Midstream,
FROG,JFrog Ltd.,7918678016,Technology,Software - Application,
FRPT,"Freshpet, Inc.",3132030720,Consumer Defensive,Packaged Foods,
FRSH,Freshworks Inc.,3613715456,Technology,Software - Application,
FRT,Federal Realty Investment Trust,8883902464,Real Estate,REIT - Retail,
FSK,FS KKR Capital Corp.,4125378304,Financial Services,Asset Management,
FSLR,"First Solar, Inc.",28939933696,Technology,Solar,
FSLY,"Fastly, Inc.",1529856000,Technology,Software - Application,
FSM,Fortuna Mining Corp.,3178864896,Basic Materials,Gold,
FSS,Federal Signal Corporation,6898124800,Industrials,Pollution & Treatment Controls,
FSV,FirstService Corporation,7176770560,Real Estate,Real Estate Services,
FTAI,FTAI Aviation Ltd.,17867177984,Industrials,Rental & Leasing Services,
FTDR,"Frontdoor, Inc.",4269703424,Consumer Cyclical,Personal Services,
FTI,TechnipFMC plc,18351886336,Energy,Oil & Gas Equipment & Services,
FTNT,"Fortinet, Inc.",62496657408,Technology,Software - Infrastructure,
FTRE,Fortrea Holdings Inc.,1607760000,Healthcare,Biotechnology,
FTS,Fortis Inc.,26210043904,Utilities,Utilities - Regulated Electric,
FTV,Fortive Corporation,18841950208,Technology,Scientific & Technical Instruments,
FUL,H.B. Fuller Company,3289145344,Basic Materials,Specialty Chemicals,
FULT,Fulton Financial Corporation,3624614400,Financial Services,Banks - Regional,
FUN,Six Flags Entertainment Corporation,1510953088,Consumer Cyclical,Leisure,
FUTU,Futu Holdings Limited,22998990848,Financial Services,Capital Markets,
FVD,First Trust Value Line Dividend Index Fund,8807638016,,,
FWONA,Formula One Group,24061743104,Communication Services,Entertainment,
FWONK,Formula One Group,24287768576,Communication Services,Entertainment,
FYBR,"Frontier Communications Parent, Inc.",9545388032,Communication Services,Telecom Services,
G,Genpact Limited,8373677056,Technology,Information Technology Services,
GABC,"German American Bancorp, Inc.",1504216064,Financial Services,Banks - Regional,
GAP,"The Gap, Inc.",9736910848,Consumer Cyclical,Apparel Retail,
GATX,GATX Corporation,6179926016,Industrials,Rental & Leasing Services,
GBCI,"Glacier Bancorp, Inc.",5914930688,Financial Services,Banks - Regional,
GBDC,"Golub Capital BDC, Inc.",3569985280,Financial Services,Asset Management,
GBTC,Grayscale Bitcoin Trust ETF,47358107648,,,
GBTG,"Global Business Travel Group, Inc.",4123822336,Consumer Cyclical,Travel Services,
GBX,"The Greenbrier Companies, Inc.",1464099840,Industrials,Railroads,
GCMG,GCM Grosvenor Inc.,2139776000,Financial Services,Asset Management,
GCT,GigaCloud Technology Inc.,1513799040,Technology,Software - Infrastructure,
GD,General Dynamics Corporation,92435218432,Industrials,Aerospace & Defense,
GDDY,GoDaddy Inc.,17592717312,Technology,Software - Infrastructure,
GDS,GDS Holdings Limited,6779529728,Technology,Information Technology Services,
GE,GE Aerospace,334186872832,Industrials,Aerospace & Defense,
GEF,"Greif, Inc.",4067632896,Consumer Cyclical,Packaging & Containers,
GEHC,GE HealthCare Technologies Inc.,38173151232,Healthcare,Health Information Services,
GEL,"Genesis Energy, L.P.",1909218816,Energy,Oil & Gas Midstream,
GEMI,"Gemini Space Station, Inc.",1251835648,Financial Services,Capital Markets,
GEN,Gen Digital Inc.,17126206464,Technology,Software - Infrastructure,
GENI,Genius Sports Limited,2597253120,Communication Services,Internet Content & Information,
GEO,"The GEO Group, Inc.",2308429568,Industrials,Security & Protection Services,
GEV,GE Vernova Inc.,180609695744,Industrials,Specialty Industrial Machinery,
GFF,Griffon Corporation,3517971456,Industrials,Building Products & Equipment,
GFI,Gold Fields Limited,41902956544,Basic Materials,Gold,
GFL,GFL Environmental Inc.,15556090880,Industrials,Waste Management,
GFS,GlobalFoundries Inc.,19898963968,Technology,Semiconductors,
GGAL,Grupo Financiero Galicia S.A.,9045912576,Financial Services,Banks - Regional,
GGB,Gerdau S.A.,7413153792,Basic Materials,Steel,
GGG,Graco Inc.,13827229696,Industrials,Specialty Industrial Machinery,
GH,"Guardant Health, Inc.",13374469120,Healthcare,Diagnostics & Research,
GIB,CGI Inc.,20436774912,Technology,Information Technology Services,
GIC,Global Industrial Company,1158668672,Industrials,Industrial Distribution,
GIII,"G-III Apparel Group, Ltd.",1284194688,Consumer Cyclical,Apparel Manufacturing,
GIL,Gildan Activewear Inc.,11767222272,Consumer Cyclical,Apparel Manufacturing,
GILD,"Gilead Sciences, Inc.",154728611840,Healthcare,Drug Manufacturers - General,
GIS,"General Mills, Inc.",25105037312,Consumer Defensive,Packaged Foods,
GKOS,Glaukos Corporation,6674490880,Healthcare,Medical Devices,
GL,Globe Life Inc.,11519513600,Financial Services,Insurance - Life,
GLBE,Global-E Online Ltd.,6721152512,Consumer Cyclical,Internet Retail,
GLD,SPDR Gold Shares,108477415424,,,
GLIBK,"GCI Liberty, Inc.",1440475008,Communication Services,Telecom Services,
GLNG,Golar LNG Limited,3792963328,Energy,Oil & Gas Midstream,
GLOB,Globant S.A.,2972744448,Technology,Information Technology Services,
GLP,Global Partners LP,1443505280,Energy,Oil & Gas Midstream,
GLPG,Galapagos NV,2176580096,Healthcare,Biotechnology,
GLPI,"Gaming and Leisure Properties, Inc.",12630663168,Real Estate,REIT - Specialty,
GLUE,"Monte Rosa Therapeutics, Inc.",1125886080,Healthcare,Biotechnology,
GLW,Corning Incorporated,76793765888,Technology,Electronic Components,
GLXY,Galaxy Digital,9450815488,Financial Services,Capital Markets,
GM,General Motors Company,79079579648,Consumer Cyclical,Auto Manufacturers,
GMAB,Genmab A/S,20718204928,Healthcare,Biotechnology,
GME,GameStop Corp.,9448519680,Consumer Cyclical,Specialty Retail,
GMED,"Globus Medical, Inc.",11940411392,Healthcare,Medical Devices,
GNL,"Global Net Lease, Inc.",1891488384,Real Estate,REIT - Diversified,
GNRC,Generac Holdings Inc.,8248631808,Industrials,Specialty Industrial Machinery,
GNTX,Gentex Corporation,5151415296,Consumer Cyclical,Auto Parts,
GNW,"Genworth Financial, Inc.",3751366144,Financial Services,Insurance - Life,
GO,Grocery Outlet Holding Corp.,1007869440,Consumer Defensive,Grocery Stores,
GOLF,Acushnet Holdings Corp.,4870649856,Consumer Cyclical,Leisure,
GOOG,Alphabet Inc.,3802144702464,Communication Services,Internet Content & Information,
